"","X","Species","subclass","GrowthForm_CTD","Abund_CTD","IUCNstatus","MeanPCcover","coralcover","Range","ReefArea_Range","family_molecules","family_morphology","larval","IUCN.conservation.status","Depth.lower","Depth.upper","Oocyte.size.at.maturity","Range.size","Colony.maximum.diameter","Corallite.width.maximum","Corallite.width.minimum","Growth.rate","Skeletal.density","Skeletal.micro.density","Tissue.thickness","Colony.area","Colony.fecundity","Colony.shape.factor","Polyp.fecundity","Polyps.per.area","Size.at.maturity","Age.at.maturity","Eggs.per.area","Generation.time","fecundity","IndoPacific_fecundity","Genus"
"200",200,"Montipora monasteriata","Hexacorallia","laminar","common","LC",0.783,15646697426230500,61031572,228983,"Acroporidae","Acroporidae","spawner","Least Concern",40,1,343.7735,58314531.625,159.843333333333,1.1,0.7,33.7783920289855,1.47814166666667,2.81111,1.301,368.990537528692,284884.727070476,7.42760769512415,8.90163062857143,86.733,41.46354323,6.17,340.1,35.32,772.065129307886,1.2080269471624e+19,"Montipora"
"201",201,"Montipora nodosa","Hexacorallia","massive","uncommon","NT",0.227,4536143442853550,48277382,206726,"Acroporidae","Acroporidae",NA,"Near Threatened",30,1,370.145,41875574.405,177.253333333333,1.3,0.8,50.1763977307692,1.44401666666667,2.81344,1.525,370.745492156448,331637.90413987,6.71740023601084,10.9631506285714,81.593,42.1884469676,6.06,345.7,35.56,894.516349237026,4057654472116832768,"Montipora"
"202",202,"Montipora peltiformis","Hexacorallia","submassive","uncommon","NT",0.334,6674325594330770,65971347,210399,"Acroporidae","Acroporidae","spawner","Near Threatened",30,1,312.992,55109994.53,70.0933333333333,0.9,0.7,29.815017345564,1.4164,2.80688,1.059,356.936567991315,282038.502298944,7.06301026464965,9.27303062857143,85.211,40.9004236344,6.09,343.6,35.32,790.1642128912,5273813229823964160,"Montipora"
"203",203,"Montipora samarensis","Hexacorallia","branching_open","uncommon","VU",0.148,2957485592697470,25224241,129905,"Acroporidae","Acroporidae","spawner","Vulnerable",15,0,320.296,22376463.79,111.17,0.7,0.5,37.5016242480131,1.423625,2.80609,0.953000000000001,356.654435869778,271855.421781423,7.93870745063773,9.20865974285714,82.774,41.0938968566,6.06,345.7,35.56,762.237601555257,2254306724811947008,"Montipora"
"204",204,"Montipora spongodes","Hexacorallia","encrusting","common","LC",0.243,4855871615037060,54837264,207121,"Acroporidae","Acroporidae",NA,"Least Concern",22.5,1,411.85,48870615.27,199.923333333333,1.2,0.9,44.7244192971015,1.45753333333333,2.81969,1.4145,386.364765286513,273883.103032793,6.90675422301772,8.84729531428571,80.123,46.2850811178,6.14,341.5,35.14,708.871842466514,3442190658532167680,"Montipora"
"205",205,"Montipora spumosa","Hexacorallia","encrusting","common","LC",0.279,5575260002449950,65697163,231970,"Acroporidae","Acroporidae","spawner","Least Concern",30,0.5,342.7,58746324.995,91.3166666666667,0.9,0.7,30.8678624949868,1.5505,2.81194,1.248,325.561219624269,259540.782896446,6.69841283417515,9.23039062857143,86.368,39.9656867131,6.07,345.7,35.56,797.210377808457,4444655132933505024,"Montipora"
"206",206,"Montipora stellata","Hexacorallia","digitate","common","LC",0.361,7213866884890440,21636389,173520,"Acroporidae","Acroporidae","spawner","Least Concern",20,0,326.607,25246887.58,91.9566666666667,0.9,0.6,32.6245387480131,1.4203,2.80601,1.077,358.53478932229,279474.24975453,7.06301026464965,9.33140885714286,83.534,41.8386675613,6.06,345.7,35.56,779.489907472572,5623136430622697472,"Montipora"
"207",207,"Montipora tuberculosa","Hexacorallia","massive","common","LC",1.225,24479188182799996,81911149,244079,"Acroporidae","Acroporidae","spawner","Least Concern",32.5,0.75,350,72522189.75,267.856666666667,1,0.6,41.3417427547021,1.45840217948718,2.82663,2.0955,416.529515136648,277674.087775681,8.27020693573728,6.39024974285715,104.321,40.2176059819,6.21,336.6,35.23,666.637243424601,16318738531453849600,"Montipora"
"208",208,"Montipora turgescens","Hexacorallia","massive","common","LC",0.169,3377128818688320,74532330,237810,"Acroporidae","Acroporidae","spawner","Least Concern",30,0,313.025166666667,66126512.035,102.125,1,0.8,24.1642250685654,1.46603333333333,2.80671,1.162,330.960008135138,254162.78381332,6.92574162485341,9.22913328571428,83.21,38.1059551041,6.09,343.6,35.32,767.956180704285,2593486949346256896,"Montipora"
"209",209,"Montipora undata","Hexacorallia","laminar","uncommon","NT",0.084,1678572903963430,51967376,207589,"Acroporidae","Acroporidae",NA,"Near Threatened",30,2,371.485,45515877.975,241.755,1.2,0.8,32.7671320473477,1.42636666666667,2.81916,1.521,367.719344604808,270073.269874033,7.1150956118603,8.66408974285714,84.77,42.9543857357,6.1,345.7,35.53,734.454887502,1232836073344366080,"Montipora"
"210",210,"Montipora venosa","Hexacorallia","massive","uncommon","NT",0.15,2997451614220400,68259852,241900,"Acroporidae","Acroporidae","spawner","Near Threatened",30,1,463.578333333333,64826184.455,317.94,1.8,1.2,16.5852326236845,1.53343642486059,2.83144,2.2515,299.059807174603,154608.479859313,8.56860847546188,7.0443086,73.39,38.4300201523,6.25,335.2,35.02,516.981808154,1549627955373788416,"Montipora"
"211",211,"Montipora verrucosa","Hexacorallia","laminar","uncommon","LC",0.096,1918369033101060,82204377,244963,"Acroporidae","Acroporidae","spawner","Least Concern",37.5,1,281.680166666667,73251679.915,681.816666666667,1.4,0.8,7.43192307692308,1.67834616114825,2.82546,1.877,360.268006675378,644412.910723413,5.3778117834234,14.1621212571429,126.302,32.7983742126,6.16,344.3,35.53,1788.70423901966,3431394821511917568,"Montipora"
"212",212,"Montipora vietnamensis","Hexacorallia","digitate","uncommon","VU",0.256,5115650754936160,7393691,76237,"Acroporidae","Acroporidae",NA,"Vulnerable",15,1,320.296,10930594.6325,110.91,0.7,0.5,37.5016242480131,1.423625,2.80609,0.953000000000001,356.654435869778,271855.421781423,7.93870745063773,9.20865974285714,82.774,41.0938968566,6.06,345.7,35.56,762.237601555257,3899341361836877824,"Montipora"
"213",213,"Mycedium elephantotus","Hexacorallia","laminar","common","LC",0.121,2417944302137790,62663363,235384,"Merulinidae","Pectiniidae","spawner","Least Concern",45,3,388.5,60107007.975,300,10,7.5,10.7883729285714,1.55159771166587,2.81948,1.857,327.720896953546,378698.956836188,6.16832567682588,23.7988524,48.555,38.2724775464,6.05,344.3,35.32,1155.553278282,2794063465038606336,"Mycedium"
"214",214,"Mycedium mancaoi","Hexacorallia","laminar","uncommon","LC",0.11,2198131183761630,36185909,168305,"Merulinidae","Pectiniidae",NA,"Least Concern",NA,NA,331.92,33368592.305,86.7966666666667,7.2,3.8,4.80548035714286,1.566,2.81497,1.759,320.043150911534,247347.357317739,5.92688634260836,25.9043497428572,29.835,37.0069233729,5.92,354.8,35.98,772.856274578145,1698839477716060416,"Mycedium"
"215",215,"Mycedium robokaki","Hexacorallia","laminar","common","LC",0.197,3936653120009470,6137336,85149,"Merulinidae","Pectiniidae",NA,"Least Concern",NA,NA,317.973333333333,10813954.188,58.44,7.2,3.8,4.81535107142858,1.664325,2.81489,1.7865,299.475197604359,245162.097870739,5.92688634260836,26.1872324,31.261,34.1328524981,5.85,359,36.25,818.6390720564,3222698057172484096,"Mycedium"
"216",216,"Oulophyllia bennettae","Hexacorallia","massive","uncommon","NT",0.1,1998301076146940,42050228,194291,"Merulinidae","Faviidae","spawner","Near Threatened",30,1,334.25,40092431.195,60.14,17.4,12.8,2.31613,1.691425,2.81463,1.7965,300.648666706736,359716.64759347,5.92688634260836,26.1872324,45.689,34.1328524981,5.85,359,36.25,1196.4684611236,2390904213439163392,"Oulophyllia"
"217",217,"Oulophyllia crispa","Hexacorallia","massive","uncommon","NT",0.102,2038267097669880,61271890,226214,"Merulinidae","Faviidae","spawner","Near Threatened",40,2,368.996666666667,58792407.795,100,11.6,7,3.59376680952381,1.7006370899984,2.81846,1.9755,313.790369304249,395823.474676818,6.16832567682588,26.2071024,48.133,34.1928614482,5.88,356.9,36.13,1261.4264598192,2571124049179672576,"Oulophyllia"
"218",218,"Oxypora glabra","Hexacorallia","laminar","common","LC",0.114,2278063226807510,23608698,156508,"Lobophyllidae","Pectiniidae","spawner","Least Concern",40,3,337.901666666667,25292588.33,77.5366666666667,7.5,5,4.69593392857143,1.659575,2.81797,1.8505,310.524466296388,254207.460939684,5.978971689819,26.1872324,31.261,34.1328524981,5.85,359,36.25,818.6390720564,1864911566079508224,"Oxypora"
"219",219,"Oxypora lacera","Hexacorallia","laminar","common","LC",0.117,2338012259091920,62933870,232046,"Lobophyllidae","Pectiniidae","spawner","Least Concern",30,3,350.79,59487029.75,116.823333333333,8.8,6.1,1.90881892857143,1.6104,2.81769,1.827,313.004060642909,256056.03508037,5.978971689819,25.0800106285714,32.618,36.5134171657,5.92,354.8,35.98,818.059786682742,1912633809934371840,"Oxypora"
"220",220,"Pachyseris rugosa","Hexacorallia","laminar","common","VU",0.218,4356296346000320,48344950,219702,"Pachyseridae","Agariciidae","spawner","Vulnerable",20,4,339,46648887.745,633.333333333333,4.8,2.2,8.11014361136713,1.63865833333333,2.82065,1.9425,314.938825720985,317157.932029177,4.44515239192825,20.7390368285714,48.558,34.915805999,6.05,349.9,35.77,1007.04615032177,4386991464900416000,"Pachyseris"
"221",221,"Pachyseris speciosa","Hexacorallia","laminar","common","LC",0.279,5575260002449950,65161047,233426,"Pachyseridae","Agariciidae","spawner","Least Concern",56,22.5,341,62953882.56,2,4.6,2.4,4.97575817546969,1.5987620899984,2.81763,1.871,313.004060642909,277314.228194529,5.978971689819,25.0800106285714,35.326,36.7405882447,6.05,347.1,35.65,885.976455464913,4939549095265910784,"Pachyseris"
"222",222,"Pavona bipartita","Hexacorallia","submassive","uncommon","VU",0.513,10251284520633800,52285020,175125,"Agariciidae","Agariciidae",NA,"Vulnerable",20,3,328.546666666667,46018272.24,100,3.1,1.9,8.10360501612903,1.50508333333333,2.81438,1.654,346.087391972993,324836.673206557,5.92688634260836,16.7281050571429,56.109,39.2132472259,6.06,345.7,35.56,938.597246651231,9621827425705269248,"Pavona"
"223",223,"Pavona cactus","Hexacorallia","digitate","common","VU",0.027,539541290559673,65458589,239950,"Agariciidae","Agariciidae","spawner","Vulnerable",19,2,258.731666666667,63144649.51,1000,1.4,1,0.1175,1.73439011614905,2.82281,1.839,285.811205984787,550166.738408037,4.30788375213201,13.6968692285714,140.538,33.0906855061,6.09,345.7,35.74,1924.93060764497,1038579544286581376,"Pavona"
"224",224,"Pavona clavus","Hexacorallia","columnar","common","LC",0.072,1438776774825790,78989135,236612,"Agariciidae","Agariciidae","spawner","Least Concern",25,2,333.435,70339476.655,2000,3.4,1.7,14.2064516129032,1.665,2.82651,2.325,295.592455134764,459609.522930025,5.42989713063404,11.7292454285714,132.564,31.3964421774,6.16,344.3,35.53,1554.87569099314,2237119031942130176,"Pavona"
"225",225,"Pavona decussata","Hexacorallia","digitate","common","VU",0.149,2977468603458940,67614947,240383,"Agariciidae","Agariciidae",NA,"Vulnerable",12.3333333333333,2,100,64093455.395,20,3.5,1.9,8.23227867841601,1.80586364781811,2.81638,1.6115,295.518883435054,378785.769475857,5.92688634260836,15.3365203714286,83.576,32.0635428742,6.07,344.3,35.56,1281.76502656252,3816415123601607168,"Pavona"
"226",226,"Pavona explanulata","Hexacorallia","laminar","common","LC",0.09,1798470968532240,77184805,242197,"Agariciidae","Agariciidae",NA,"Least Concern",22.5,11.5,437.673333333333,71912840.41,526.906666666667,3,2.3,15.5144852770021,1.60575819307212,2.83549,2.7735,326.365950742295,341074.303361491,8.42646297736921,12.3451586,84.654,36.8927410982,6.25,336.6,35.11,1045.0670561244,1879522760609186304,"Pavona"
"227",227,"Pavona maldivensis","Hexacorallia","columnar","common","LC",0.135,2697706452798360,105646230,240836,"Agariciidae","Agariciidae",NA,"Least Concern",44,32.3333333333333,255.165666666667,85758891.52,30,4.1,2.9,12.05,1.63265155781971,2.8175,1.773,365.580069606841,467291.13184938,6.63221694342524,20.6627486,61.861,33.1436190897,6.12,344.3,35.56,1278.2182911446,3448257732105680896,"Pavona"
"228",228,"Pavona minuta","Hexacorallia","submassive","uncommon","NT",0.04,799320430458775,31923647,167836,"Agariciidae","Agariciidae",NA,"Near Threatened",55,NA,306.2535,31422254.5,550,3.3,1.9,27.6656252797516,1.67807042333173,2.82458,1.928,312.067428753039,294712.891287315,4.44515239192825,10.5179812571429,89.788,39.9006111731,6.13,347.8,35.65,944.388501116347,754869023232635392,"Pavona"
"229",229,"Pavona varians","Hexacorallia","encrusting","common","LC",0.246,4915820647321460,99989137,246201,"Agariciidae","Agariciidae","spawner","Least Concern",50,1.33333333333333,292.745166666667,85939689.7,568.873333333333,9.3,4.7,3.4,1.965,2.8208,2.1375,359.525755073803,703400.539094434,5.15048299274514,23.2613750571429,84.1079999999999,30.2541544217,5.96,354.8,35.95,1956.46773330617,9617644479204700160,"Pavona"
"230",230,"Pavona venosa","Hexacorallia","encrusting","common","VU",0.189,3776789033917710,57389915,228288,"Agariciidae","Agariciidae",NA,"Vulnerable",11,2,342.771666666667,53701657.33,84.4583333333333,9.3,5.2,2.12437178571429,1.7099560449992,2.81786,1.862,317.693940989675,500270.478501231,5.978971689819,25.4109824,61.969,33.5915439717,5.89,356.9,36.1,1574.6931683456,5947283889992796160,"Pavona"
"231",231,"Pectinia lactuca","Hexacorallia","encrusting","common","VU",0.106,2118199140715750,49404257,206510,"Merulinidae","Pectiniidae","spawner","Vulnerable",17.5,6,357.186666666667,44498126.925,100,30,27.5,2.02292202380952,1.7051560449992,2.81823,1.9175,313.59486401594,463298.436210889,5.978971689819,26.1872324,56.4159999999999,33.4179494821,5.85,359,36.25,1477.3789030784,3129382723012238336,"Pectinia"
"232",232,"Pectinia paeonia","Hexacorallia","laminar","common","NT",0.054,1079082581119350,40555608,197098,"Merulinidae","Pectiniidae","spawner","Near Threatened",22.5,6,350,40182144.345,100,35,30,2.02092202380952,1.671275,2.81754,1.8895,310.524466296388,258314.008003903,5.978971689819,26.1872324,31.7660000000001,34.1328524981,5.85,359,36.25,831.863624418403,897649546976707584,"Pectinia"
"233",233,"Platygyra daedalea","Hexacorallia","massive","common","LC",0.115,2298046237568980,68843454,242827,"Merulinidae","Faviidae","spawner","Least Concern",30,4.5,387.666666666667,67556059.435,184.726666666667,10,5.8,5.52464958791209,1.6259681349976,2.81753,1.8685,312.012871200313,401284.617063766,6.73638763784653,25.3696732857143,50.695,31.0916044097,5.96,350.6,35.71,1286.11558721929,2955553086288100352,"Platygyra"
"234",234,"Platygyra lamellina","Hexacorallia","massive","uncommon","NT",0.127,2537842366706610,58952051,230779,"Merulinidae","Faviidae","spawner","Near Threatened",30,1,415,58219641.925,115.47,9.1,8.1,7.33620381868131,1.6783370899984,2.8181,2.133,305.043689902884,331226.894291091,6.16832567682588,26.3251697428572,41.247,35.03128937,5.94,351.3,35.77,1085.83427638363,2755676229828593152,"Platygyra"
"235",235,"Platygyra pini","Hexacorallia","massive","common","LC",0.094,1878403011578120,52161363,213366,"Merulinidae","Faviidae","spawner","Least Concern",30,0,441,51938109.73,136.248333333333,7.2,4.7,7.01945589743589,1.6765370899984,2.81984,2.2895,294.078432907459,182702.016647861,6.16832567682588,27.8359106285715,22.319,34.1456558642,5.91,353.4,35.89,621.269689319087,1166994855419176704,"Platygyra"
"236",236,"Platygyra ryukyuensis","Hexacorallia","massive","uncommon","NT",0.055,1099065591880820,45397744,191154,"Merulinidae","Faviidae","spawner","Near Threatened",30,2,323.543333333333,42360503.045,123.806666666667,3.3,1.6,8.63277801612903,1.48045,2.81388,1.629,353.529871198004,347171.88215086,6.29148377308286,15.9319850571429,61.638,39.9368498672,6.06,345.7,35.56,982.015694952174,1079299661008865920,"Platygyra"
"237",237,"Platygyra sinensis","Hexacorallia","massive","uncommon","LC",0.096,1918369033101060,70520299,242218,"Merulinidae","Faviidae","spawner","Least Concern",30,0,411.5,66475412.205,294.773333333333,6.7,3.3,8.36666666666667,1.44599884615385,2.84307,3.376,473.953625083597,46844.3149623554,11.5792848657363,24.1066679714286,4.1,39.5739968413,6.5,310,34,98.8373386828573,189606489843314848,"Platygyra"
"238",238,"Platygyra verweyi","Hexacorallia","massive","uncommon","NT",0.03,599490322844081,16777756,145465,"Merulinidae","Faviidae",NA,"Near Threatened",20,1,319.508333333333,19895534.31,68.63,4.7,2.8,5.26451464285715,1.62640833333333,2.81489,1.8345,300.455086486218,249662.274168224,5.978971689819,26.1872324,31.731,34.1328524981,5.95,356.2,36.07,830.9470712844,498144728030628608,"Platygyra"
"239",239,"Plerogyra sinuosa","Hexacorallia","massive","common","NT",0.03,599490322844081,64559123,234211,"Plesiastreidae","Euphyllidae",NA,"Near Threatened",30,2.5,391.431666666667,60925952.805,100,30,15,5.07602478571429,1.6134620899984,2.81829,1.884,310.505374741281,254027.535580895,6.16832567682588,25.0800106285714,32.62,36.5134171657,5.96,350.6,35.71,818.109946703999,490448996071534272,"Plerogyra"
"240",240,"Plesiastrea versipora","Hexacorallia","massive","uncommon","LC",0.051,1019133548834940,82016455,243883,"Plesiastreidae","Faviidae","spawner","Least Concern",30,13.3333333333333,307.246333333333,74491653.46,233.333333333333,4.6,2.9,4.1375,1.55228333333333,2.81856,1.736,381.047894508361,541587.22036563,7.3093264571636,22.5891624,62.92,37.3435762506,6.17,343.6,35.5,1421.310098208,1448504804381656064,"Plesiastrea"
"241",241,"Pocillopora damicornis","Hexacorallia","branching_closed","common","LC",0.168,3357145807926850,105600013,246233,"Pocilloporidae","Pocilloporidae",NA,"Least Concern",25.2857142857143,4,116,88880159.175,200,1,0.8,28.9644565217391,1.92666666666667,2.81743,0.9,383.071010765303,419980.37528818,8.49265886811911,8.26218948571428,132.695,37.5351516413,6.19,338.7,35.35,1096.35123380686,3680610948590117888,"Pocillopora"
"242",242,"Pocillopora eydouxi","Hexacorallia","branching_open","common","NT",0.729,14567614845111200,95030081,240146,"Pocilloporidae","Pocilloporidae","spawner","Near Threatened",20,2,136,82563698.795,100,1,0.8,37.05,1.65968166666667,2.81279,1.3645,356.943498486853,350679.286139082,7.00604805914258,9.38679771428571,104.663,35.5886776468,6.12,344.3,35.56,982.450409170285,14311959165214619648,"Pocillopora"
"243",243,"Pocillopora meandrina","Hexacorallia","branching_closed","common","LC",0.905,18084624739129800,80189143,212495,"Pocilloporidae","Pocilloporidae","spawner","Least Concern",27,1,324.0525,64143723.07,100,0.7,0.6,20.483,1.42,2.80771,1.07,325.48248253159,234820.631956555,7.06301026464965,8.3226124,86.686,37.9945872394,6.17,340.1,35.32,721.4539785064,13047224467840460800,"Pocillopora"
"244",244,"Pocillopora verrucosa","Hexacorallia","branching_closed","common","LC",1.506,30094414206772900,105847101,246456,"Pocilloporidae","Pocilloporidae","spawner","Least Concern",37.25,1,93.85,87127475.1,50,0.7,0.3,28.9466666666667,1.65503166666667,2.81068,0.4,371.077567104015,349079.074027384,8.53986735703333,8.1164186,115.903,37.6207640044,6.15,342.2,35.44,940.7172649958,28310335024246149120,"Pocillopora"
"245",245,"Pocillopora woodjonesi","Hexacorallia","branching_open","uncommon","LC",0.102,2038267097669880,43962972,197014,"Pocilloporidae","Pocilloporidae",NA,"Least Concern",26,2,306.8855,42554957.915,100.823333333333,1.1,0.6,36.5386238784479,1.3562,2.80186,1.123,378.211504406647,292288.841083225,8.43569666261205,8.96686797142857,86.186,43.6526056277,6.06,345.7,35.56,772.818482985543,1575210486340581888,"Pocillopora"
"246",246,"Podabacia crustacea","Hexacorallia","encrusting","common","LC",0.025,499575269036734,62789839,234730,"Fungiidae","Fungiidae",NA,"Least Concern",35,3,336.756666666667,58248320.125,150,3,1.9,7.10100184213636,1.5092,2.81477,1.686,348.413167627687,343659.428530374,5.92688634260836,15.9852850571429,61.704,39.5020515138,6.09,343.6,35.32,986.356029165946,492759078636581888,"Podabacia"
"247",247,"Podabacia motuporensis","Hexacorallia","encrusting","uncommon","NT",0.062,1238946667211100,45324207,186987,"Fungiidae","Fungiidae",NA,"Near Threatened",20,5,326.813333333333,40374133.445,103.57,2.8,2.3,8.19298294470046,1.51753333333333,2.81454,1.778,338.707761894525,292424.423710142,5.92688634260836,20.8514232857143,41.405,38.6388871677,6.06,345.7,35.56,863.353181145001,1069648546405699712,"Podabacia"
"248",248,"Polyphyllia talpina","Hexacorallia","massive","common","LC",0.018,359694193706449,49248238,205957,"Fungiidae","Fungiidae",NA,"Least Concern",30,1,324.015,46194025.315,45.64,33.0869166666667,23.445,2.22561321428572,1.7256060449992,2.81455,1.8195,313.466649332409,451715.233899124,5.978971689819,25.7736624,55.9109999999999,33.6451205611,5.89,356.9,36.1,1441.0312384464,518330569418782592,"Polyphyllia"
"249",249,"Porites annae","Hexacorallia","digitate","common","NT",0.214,4276364302954450,35214232,189637,"Poritidae","Poritidae","spawner","Near Threatened",30,0.5,279,35919861.375,147.151666666667,1.1,1,44.5721198059841,1.23,2.80127,1.2315,411.846075494237,315234.710772117,8.35051337002645,8.62093974285714,88.786,44.7734550665,6.09,335.2,35.32,765.418756009314,3273209445010032128,"Porites"
"250",250,"Porites attenuata","Hexacorallia","branching_closed","common","VU",0.671,13408600220945898,24741269,127579,"Poritidae","Poritidae",NA,"Vulnerable",20,2,410.601666666667,23427019.495,261.016666666667,2.1,1.6,43.642334410706,1.49561666666667,2.82248,1.829,412.245122094364,282735.717491291,5.90789894077267,9.87336885714285,69.464,47.9343861271,6.19,338,35.08,685.843694292571,9196203910825717760,"Porites"
"251",251,"Porites horizontalata","Hexacorallia","digitate","uncommon","VU",0.41,8193034412202440,35388978,138126,"Poritidae","Poritidae",NA,"Vulnerable",20,5,466.371666666667,28839790.75,248.64,1.7,1.1,43.6561945323336,1.47571666666667,2.82208,2.012,420.664973810788,289221.391644627,6.27249637124717,9.89527797142857,69.481,47.8618473836,6.19,338,35.08,687.533808732828,5632988154500673536,"Porites"
"252",252,"Porites latistella","Hexacorallia","digitate","uncommon","LC",0.19,3796772044679180,42849223,147197,"Poritidae","Poritidae",NA,"Least Concern",20,1,440.785,38412408.995,443.883333333333,1.4,0.9,73.5175479447836,1.48471666666667,2.82541,2.1345,398.949502058846,332287.868082852,4.98011640757394,9.93993708571428,83.794,45.7954168442,6.19,338,35.08,832.907088160342,3162358348142325760,"Porites"
"253",253,"Porites lichen","Hexacorallia","laminar","common","LC",1.337,26717285388084500,97707217,237144,"Poritidae","Poritidae",NA,"Least Concern",40,15,357.935333333333,86777862.15,1028.14,1.4,1.3,16.3,1.58631151434938,2.84897,3.636,488.990429632719,666454.487470413,9.59568484478545,9.13276657142857,149.234,37.3368703172,6.22,332.4,35.11,1362.91928652057,36413503538894614528,"Porites"
"254",254,"Porites nigrescens","Hexacorallia","branching_closed","uncommon","VU",0.719,14367784737496500,55805993,226520,"Poritidae","Poritidae",NA,"Vulnerable",15,1.25,312.245,52685304.115,94.4,1.6,1.4,17.8,1.47315,2.81397,1.585,353.613981640786,271817.982629509,6.29148377308286,11.3978977142857,67.441,40.0780358308,6.06,345.7,35.56,768.685619749142,11044309515364759552,"Porites"
"255",255,"Porites rugosa","Hexacorallia","branching_closed","uncommon","VU",1.603,32032766250635400,4948804,68903,"Poritidae","Poritidae",NA,"Vulnerable",15,3,317.277,8286167.8075,100,0.9,0.7,34.6964834146798,1.4024,2.80608,1.092,335.136686328261,252079.394421398,7.06301026464965,9.25472974285714,81.274,40.7916461968,6.06,345.7,35.56,752.168905120971,24094050718736424960,"Porites"
"256",256,"Porites rus","Hexacorallia","digitate","common","LC",0.693,13848226457698300,85048962,231553,"Poritidae","Poritidae","spawner","Least Concern",20,1,267.271166666667,74903428.785,500,0.8,0.6,1.27,1.6993170899984,2.82429,1.9,362.740989822532,514857.710469793,6.39077760920772,12.6425477142857,112.268,34.4498968967,6.14,345.7,35.74,1419.35354678743,19655529339449569280,"Porites"
"257",257,"Porites solida","Hexacorallia","massive","common","LC",0.068,1358844731779920,84878857,241975,"Poritidae","Poritidae","spawner","Least Concern",14.5,0.75,461.306666666667,76019374.465,485.9,1.6,1.3,7.2,1.194,2.84809,6.55,613.205850017427,694684.53720205,11.7637619944468,12.6653024,89.447,41.7546676915,6.28,326.1,34.72,1132.8733037728,1539398920605782272,"Porites"
"258",258,"Porites tuberculosa","Hexacorallia","branching_closed","uncommon","VU",0.819,16366085813643400,6519344,85975,"Poritidae","Poritidae",NA,"Vulnerable",20,1,381.877,8211122.322,213.286666666667,1.1,0.7,43.7145354637681,1.39945,2.81418,1.322,337.737982905124,224170.701339746,7.14819355723525,7.72546974285714,85.916,40.9652406864,6.14,341.5,35.14,663.741458427314,10862849666694244352,"Porites"
"259",259,"Porites vaughani","Hexacorallia","encrusting","uncommon","LC",0.613,12249585596780700,42673560,200257,"Poritidae","Poritidae",NA,"Least Concern",40,1,310.713,44158265.635,20,0.8,0.6,32.0167300813464,1.4192,2.80557,0.993000000000001,337.161829628966,250288.990441986,7.06301026464965,8.90427885714286,83.369,42.0658386403,6.06,345.7,35.56,742.340824041143,9093367466076701696,"Porites"
"260",260,"Psammocora digitata","Hexacorallia","columnar","common","NT",0.075,1498725807110200,62785261,214674,"Psammocoridae","Siderastreidae",NA,"Near Threatened",20,1,316.84,56833826.775,6.5,2.3,1.8,7.73920258791209,1.5151,2.81301,1.625,347.774165204986,345442.287771775,5.92688634260836,15.5581550571429,63.844,39.7292225928,6.09,343.6,35.32,993.294851468231,1488676627965131264,"Psammocora"
"261",261,"Psammocora profundacella","Hexacorallia","encrusting","common","LC",0.048,959184516550530,106091998,238897,"Psammocoridae","Siderastreidae","spawner","Least Concern",33.3333333333333,1.33333333333333,481.361666666667,68134656.775,351.916666666667,2.5,1.8,45.3858551700901,1.46238873730689,2.84473,3.4295,544.617748322997,510573.26881743,10.5804295834912,8.16478885714285,114.821,45.4537201162,6.28,326.1,34.72,937.489221365999,899225145567278720,"Psammocora"
"262",262,"Sandalolitha robusta","Hexacorallia","massive","common","LC",0.053,1059099570357880,50751956,207415,"Fungiidae","Fungiidae","spawner","Least Concern",21,1,321.45,48010876.36,50,4.6,3.9,4.29714728571429,1.59426437833253,2.81439,1.756,313.237749041434,236378.302949594,5.92688634260836,25.4907797428572,29.604,36.5669937551,5.94,355.5,35.98,754.629043507545,799227295758418432,"Sandalolitha"
"263",263,"Scapophyllia cylindrica","Hexacorallia","columnar","uncommon","LC",0.033,659439355128489,37829329,189486,"Merulinidae","Merulinidae","spawner","Least Concern",25,2,330.175,37333716.13,84.615,3.8,2.9,4.3861085,1.52233333333333,2.81497,1.75,339.881230996902,279702.921623574,5.92688634260836,20.8514232857143,39.467,38.4117160887,6.04,347.1,35.65,822.943122817286,542681082218056192,"Scapophyllia"
"264",264,"Seriatopora caliendrum","Hexacorallia","branching_closed","uncommon","NT",0.054,1079082581119350,54567760,229041,"Pocilloporidae","Pocilloporidae","brooder","Near Threatened",40,1,459.5135,51722224.935,256.3,1.1,0.7,35.3162808974359,1.47184935897436,2.82377,1.706,357.211544771813,230651.799371005,6.99193751560332,8.2155462,78.595,42.9077618022,6.19,341.5,35.14,645.700853589,696764543721785728,"Seriatopora"
"265",265,"Seriatopora hystrix","Hexacorallia","branching_closed","common","LC",0.412,8233000433725381,63365067,232594,"Pocilloporidae","Pocilloporidae","brooder","Least Concern",36.6666666666667,1.5,140,57114396.93,297.621666666667,0.8,0.6,19.4,2.2,2.81891,1.509,300.446349496909,351134.170437375,7.06301026464965,10.3788321428571,112.605,35.2456537637,6.16,344.3,35.53,1168.70839344642,9621976710142900224,"Seriatopora"
