Species,subclass,GrowthForm_CTD,Abund_CTD,IUCNstatus,MeanPCcover,coralcover,Range,ReefArea_Range,family_molecules,family_morphology,larval,IUCN conservation status,Depth lower,Depth upper,Eastern-most range edge,Genus fossil age,Northern-most range edge,Oocyte size at maturity,Range size,Southern-most range edge,Species age phylogeny,Veron species id,Water depth,Western-most range edge,Colony maximum diameter,Corallite width maximum,Corallite width minimum,Growth rate,Water temperature,Nitrogen concentration,Phosphorus concentration,Sample identifier,Calcification rate,Irradiance,Skeletal density,Skeletal micro-density,Symbiodinium density,Tissue thickness,Year,Propagule size on release,Colony area,Colony fecundity,Colony shape factor,Distance from crest,Length of nonreproductive zone,Polyp fecundity,Polyps per area,Ratio of female to male gonads,Size at maturity,Egg size,Flow rate,Mitotic index,RNA:DNA ratio,Season,Chlorophyll a,Lipid content,Total biomass,Protein biomass,Age at maturity,Eggs per area,Generation time,Mesentery fecundity,Number of septa per corallite,Dark respiration,Gross photosynthesis,Larval swimming speed,Dissolved oxygen concentration,Distance from shore,Downward flux of suspended particulate matter,Light extinction coefficient,Nitrite-nitrate concentration,Particulate organic matter concentration,Phosphate concentration,Salinity,Suspended particulate matter concentration,Individual identifier,Propagule age,Rainfall,Sunlight,Colony surface area
Goniastrea favulus,Hexacorallia,massive,uncommon,NT,0.072,143877.67748257943,42551210,195682,Merulinidae,Faviidae,spawner,Near Threatened,15,0,-167.756645633,62.379999999999995,37.67234034,NA,40990209.4,-29.77429298,0.465643285601545,190,0.9870129870129871,64.3879973,NA,7.5,4,4.05,NA,1.568650182,0.136597015,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,2.351275669,NA,NA,NA,NA,NA,5.5,380,37,4.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniastrea minuta,Hexacorallia,submassive,uncommon,NT,0.027,53954.12905596729,20724093,111785,Merulinidae,Faviidae,spawner,Near Threatened,15,1,163.31619262,62.379999999999995,23.603514,NA,19768099.25,-30.14445995,0.464287842389564,715,NA,30.7869418,NA,5.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniastrea pectinata,Hexacorallia,submassive,common,LC,0.093,185842.00008166512,70298953,236447,Merulinidae,Faviidae,spawner,Least Concern,35,4.25,-135.276693,62.379999999999995,37.55955332,NA,66369238.09,-34.78474321,0.214030557476914,192,4.7700000000000005,26.4302051,NA,15,5,NA,27,1.277672274,0.169777778,38,NA,NA,NA,NA,1920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25935143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniastrea retiformis,Hexacorallia,massive,common,LC,0.332,663435.957280783,60563366,228657,Merulinidae,Faviidae,spawner,Least Concern,14,1,-167.78506796,62.379999999999995,37.5927127,461.5,58574843.48,-34.37803324,0.448633953288464,193,2.6267605633802815,27.1055737,100,6.5,3.5,6.8,27,0.9938449672857143,0.203006611,174.71428571428572,NA,NA,1.7,NA,2880000,2.8,NA,371,262.0747126308,6349.884811683333,NA,NA,NA,45.818,8.5,0.37,27.95117054,NA,NA,NA,4.564512318249999,NA,14,8,16.1,5.050000000000001,NA,NA,NA,NA,NA,0.74,3.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora columna,Hexacorallia,columnar,common,NT,0.196,391667.0109247996,57959770,231108,Poritidae,Poritidae,spawner,Near Threatened,15,2,-175.15511706,96.45,37.14182508,NA,57757251.155,-31.81840599,0.502077326421742,194,2.6,30.8680088,NA,3.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora djiboutiensis,Hexacorallia,columnar,common,LC,0.066,131887.87102569782,57172929,213416,Poritidae,Poritidae,spawner,Least Concern,39,3,-175.14646784,96.45,37.14182508,NA,55890685.675,-34.49447466,0.56354574119989,195,4.666666666666667,23.6632085,NA,4.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora fruticosa,Hexacorallia,encrusting,uncommon,LC,0.047,93920.15057890602,22979606,145600,Poritidae,Poritidae,NA,Least Concern,25,5,157.95692738,96.45,29.25915155,NA,23167117.215,-32.88759531,0.506919031554188,197,2.5714285714285716,80.8305862,NA,3.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora lobata,Hexacorallia,columnar,common,NT,0.023,45960.92475137954,61049325,229509,Poritidae,Poritidae,spawner,Near Threatened,25,1.25,-174.12280047,96.45,38.89698222,500,58290579.54,-35.59786538,0.502358057903076,198,NA,31.0743226,NA,4.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora minor,Hexacorallia,encrusting,common,NT,0.055,109906.55918808152,63301319,234762,Poritidae,Poritidae,spawner,Near Threatened,40,0.5,-137.72331308,96.45,30.8017094,NA,61067284.865,-32.73332683,0.516347272695171,199,5.5,29.6998012,NA,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora norfolkensis,Hexacorallia,encrusting,uncommon,LC,0.035,69940.5376651428,16670051,135963,Poritidae,Poritidae,spawner,Least Concern,30,1,176.70369798,96.45,27.6719252,462,15889342.607500002,-32.55130588,0.536954754504853,200,NA,95.0050086,NA,2.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora somaliensis,Hexacorallia,encrusting,uncommon,LC,0.101,201828.40869084062,65375590,240374,Poritidae,Poritidae,NA,Least Concern,45,0.5,-138.03480686,96.45,37.47731555,NA,63397102.975,-32.10239591,0.578728896778272,203,NA,31.3772878,200,3.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniopora tenuidens,Hexacorallia,massive,common,LC,0.028,55952.43013211423,57310318,228762,Poritidae,Poritidae,spawner,Least Concern,40,2,-175.94692667,96.45,33.31931629,NA,55928762.785,-32.78342425,0.538269845676901,208,10,31.0512331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halomitra pileus,Hexacorallia,massive,common,LC,0.034,67942.23658899585,51460232,195747,Fungiidae,Fungiidae,spawner,Least Concern,25,3,-169.172654965,67.975,29.97713566,NA,46146105.96,-29.43256532,1.78822592152004,209,NA,30.9480274,60,4.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydnophora exesa,Hexacorallia,submassive,common,NT,0.106,211819.91407157527,62164542,233703,Merulinidae,Merulinidae,spawner,Near Threatened,42.5,30,-167.448406613,128.4,39.11228525,328,60889646.225,-35.16725933,2.32621613735304,215,3.1904761904761907,24.3999287,100,4.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydnophora microconos,Hexacorallia,massive,common,NT,0.112,223809.7205284569,71286370,239622,Merulinidae,Merulinidae,spawner,Near Threatened,32.5,1.5,-136.51432932,128.4,33.06960338,NA,70681666.435,-35.50018509,0.925025824720286,216,2.5714285714285716,24.4428125,NA,7.2,3.6,6.3,29,NA,NA,NA,0.43,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydnophora pilosa,Hexacorallia,columnar,uncommon,LC,0.152,303741.7635743344,27468424,167600,Merulinidae,Merulinidae,spawner,Least Concern,30,5,-176.37013487,128.4,19.57998563,308,24272271.71,-33.43377511,0.925025824720286,364,NA,95.0843975,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydnophora rigida,Hexacorallia,branching_closed,common,LC,0.138,275765.5485082773,52904173,206824,Merulinidae,Merulinidae,spawner,Least Concern,40,0,-175.32292488,128.4,28.7839916,NA,49759283.105,-34.54782692,2.79706528358538,217,1.1428571428571428,33.0140361,NA,6.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isopora brueggemanni,Hexacorallia,branching_open,common,VU,0.979,1956336.753547851,48305831,195777,Acroporidae,Acroporidae,brooder,Vulnerable,25,1,-175.5917338,NA,27.59076046,NA,61072042.52,-32.47509077,1.82242805179278,12,1.25,32.064593,NA,1.6,1,NA,29.926829268292682,NA,NA,NA,NA,NA,NA,NA,2150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isopora palifera,Hexacorallia,branching_open,common,NT,1.834,3664884.1736534825,63766414,208071,Acroporidae,Acroporidae,brooder,Near Threatened,25.25,1.5,-176.18321058,NA,30.04437901,249,55433655.870000005,-34.54927646,5.2655509156768,53,2.4681818181818174,26.4797142,NA,1.4,0.7,NA,NA,1.4577388738333332,0.1600801214,69,NA,NA,1.52,NA,4000000,NA,NA,1459,366.60015451545144,NA,1.6091994137714287,36.46828571428571,NA,NA,NA,NA,NA,NA,NA,NA,2.393435479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea aequalis,Hexacorallia,encrusting,rare,VU,0.027,53954.12905596729,12435950,80315,Fungiidae,Faviidae,NA,Vulnerable,20,2,131.65809292,29.900000000000002,19.80505565,NA,12104736.5645,-26.82514396,0.826070593594379,763,NA,40.488013,20,2.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea bewickensis,Hexacorallia,encrusting,uncommon,NT,0.47,939201.5057890603,56016383,184820,Fungiidae,Faviidae,NA,Near Threatened,20,6,-148.12287342,29.900000000000002,37.34697149,NA,38658279.61,-29.1561117,0.937994220362947,218,NA,80.7515101,100,4.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea inaequalis,Hexacorallia,massive,uncommon,NT,0.046,91921.84950275908,48496103,201101,Fungiidae,Faviidae,NA,Near Threatened,20,0,-152.417611971,29.900000000000002,32.68174062,NA,45702456.6,-32.24974232,0.979069429778058,220,NA,31.217337,NA,4.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea pruinosa,Hexacorallia,encrusting,common,LC,0.063,125892.96779725702,56239053,220620,Fungiidae,Faviidae,NA,Least Concern,40,0,-105.37550262,29.900000000000002,37.36195048,NA,51620265.364999995,-32.46674453,2.1582045359218,221,3.8181818181818183,31.1234982,NA,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea purpurea,Hexacorallia,encrusting,common,LC,0.088,175850.49470093043,85030186,246753,Fungiidae,Faviidae,spawner,Least Concern,23,0.75,-105.26587364,29.900000000000002,37.38360558,NA,78091560.35,-34.75135825,2.1582045359218,222,5.352941176470588,26.13741,100,10,1.8,1.8,29,NA,NA,NA,0.31,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptastrea transversa,Hexacorallia,encrusting,common,LC,0.108,215816.51622386917,86882236,244098,Fungiidae,Faviidae,NA,Least Concern,30,1.3333333333333333,-134.29174034,29.900000000000002,32.22258836,NA,76541855.62,-33.22953208,3.4081864217047,223,NA,30.2131105,NA,9.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoria irregularis,Hexacorallia,encrusting,uncommon,VU,0.01,19983.01076146937,16122416,117269,Merulinidae,Faviidae,NA,Vulnerable,20,2,157.36329697,67.06,30.19845619,NA,17704522.4,-32.92955056,1.25605198062193,877,NA,40.7869112,150,6.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoria phrygia,Hexacorallia,massive,common,NT,0.269,537542.9894835261,72944525,239416,Merulinidae,Faviidae,spawner,Near Threatened,18.333333333333332,1,-137.40442939,67.06,34.40698997,454.6666666666667,68880590.845,-34.82339076,6.83693273123045,224,5.052631578947368,31.7385635,NA,3.5,2.6,NA,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris explanata,Hexacorallia,laminar,common,LC,0.023,45960.92475137954,55503666,225641,Agariciidae,Agariciidae,spawner,Least Concern,45,14.5,-169.908857398,34.04,30.66143059,NA,56367105.599999994,-33.94898938,1.89636152783038,225,10,24.6649192,NA,4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris gardineri,Hexacorallia,laminar,uncommon,LC,0.02,39966.02152293874,37159696,186987,Agariciidae,Agariciidae,NA,Least Concern,70,10,-164.985348387,34.04,29.29269049,NA,33454961.965,-24.33193442,0.781392441638923,226,NA,69.7675733,866.6666666666666,2.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris hawaiiensis,Hexacorallia,encrusting,uncommon,LC,0.043,85926.94627431828,90945145,239434,Agariciidae,Agariciidae,NA,Least Concern,107,33.666666666666664,-79.95523811,34.04,35.71779551,NA,76158469.52,-32.34622853,0.822069606895387,227,NA,31.836879,NA,3.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris mycetoseroides,Hexacorallia,laminar,common,LC,0.03,59949.0322844081,85580112,245294,Agariciidae,Agariciidae,NA,Least Concern,60,18,-106.06795254,34.04,36.9435931,NA,76894817.61,-31.60429841,0.786804156053707,228,3.6,31.6755898,133.33333333333334,4.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris scabra,Hexacorallia,encrusting,uncommon,LC,0.021,41964.32259908567,89827629,237739,Agariciidae,Agariciidae,NA,Least Concern,81,14,-76.01034272,34.04,36.69566116,NA,79355940.94,-33.65463667,0.919237434258146,230,NA,25.1064483,NA,6.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptoseris yabei,Hexacorallia,laminar,uncommon,VU,0.035,69940.5376651428,45589820,210873,Agariciidae,Agariciidae,NA,Vulnerable,62,13,-174.77713321,34.04,37.00810877,NA,42806236.105000004,-30.73333696,0.804436376811288,232,10,30.3852766,100,3.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllon undulatum,Hexacorallia,encrusting,uncommon,NT,0.027,53954.12905596729,12995615,109712,Fungiidae,Fungiidae,NA,Near Threatened,20,1,172.26823603,34.44,36.61374795,NA,17522567.32,-31.4979567,0.410005208185797,682.5,8,94.3137995,50,5.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lobophyllia diminuta,Hexacorallia,massive,uncommon,VU,0.02,39966.02152293874,32621536,192284,Lobophyllidae,Mussidae,NA,Vulnerable,10,1,-176.29325128,53.5175,23.10498348,NA,26956300.475,-30.12043817,0.35867920473279,361,NA,68.7075801,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lobophyllia hataii,Hexacorallia,massive,common,LC,0.1,199830.10761469367,47424914,218438,Lobophyllidae,Mussidae,NA,Least Concern,30,1.5,-176.2025559,53.5175,36.64353715,NA,46976140.13,-33.34112974,0.35867920473279,235,NA,32.0672016,NA,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lobophyllia hemprichii,Hexacorallia,massive,common,LC,0.174,347704.38724956696,70992049,237607,Lobophyllidae,Mussidae,spawner,Least Concern,36.666666666666664,0.6666666666666666,-104.70250215,53.5175,36.10154569,810,65275213.22,-32.96365129,0.849120426867191,236,4.181818181818182,30.0099842,500,26.8,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lobophyllia pachysepta,Hexacorallia,massive,uncommon,NT,0.037,73937.13981743666,35535977,189077,Lobophyllidae,Mussidae,spawner,Near Threatened,30,3,-176.24033923,53.5175,28.7200266,NA,30604868.415,-30.84945883,0.858562626910913,237,NA,68.236729,50,32.6,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madracis kirbyi,Hexacorallia,digitate,uncommon,LC,0.03,59949.0322844081,37148697,183630,Pocilloporidae,Astrocoeniidae,NA,Least Concern,37.5,2,-139.19674529,70.72,32.45975455,NA,37654678.394999996,-26.08820926,0.609588672802197,239,NA,41.1271344,125,2.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merulina ampliata,Hexacorallia,laminar,common,LC,0.138,275765.5485082773,68975060,236149,Merulinidae,Merulinidae,spawner,Least Concern,35,4.5,-136.61161262,8.2575,36.87294855,312.5,62556885.535,-34.64255722,0.316264544597483,240,3.619047619047619,32.0922935,NA,6.2,3.8,1.8745,28.59875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40725,8.75,4.251875,0.8875,29.554125,1.55825,12.391125,32.900375,8.611375,NA,NA,NA,NA,NA
Merulina scabricula,Hexacorallia,laminar,common,LC,0.278,555527.6991688485,49498932,205282,Merulinidae,Merulinidae,NA,Least Concern,40,1,-176.49160443,8.2575,37.38282982,NA,45955453.445,-34.79106084,0.729374770256899,378,2.7777777777777777,32.2244222,NA,3.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora aequituberculata,Hexacorallia,laminar,common,LC,0.173,345706.08617342,75859947,240867,Acroporidae,Acroporidae,spawner,Least Concern,21,1,-125.89492226,43.839999999999996,38.89698222,241,70441827.84,-34.30604722,0.890109813261532,245,2.61,25.0458378,NA,0.9,0.7,NA,NA,0.6534580955,0.170712371,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.092138908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora altasepta,Hexacorallia,branching_open,uncommon,VU,1.36,2717689.4635598343,26926776,136360,Acroporidae,Acroporidae,spawner,Vulnerable,10,1,-173.02508391,43.839999999999996,29.19550288,NA,22922212.185000002,-25.80088487,3.38115934779729,456,NA,93.1949485,NA,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
